"Informazioni cronologiche","Qual è la tua età?","In che regione vivi?","In che zona abiti?","Con quale genere ti identifichi?","Da quanti componenti è formato il tuo nucleo familiare?","Qual è la tua professione?","Consumi prodotti ittici?","Per quale motivo non consumi prodotti ittici?","Quanto spesso consumi prodotti ittici?","Che tipo di prodotti ittici consumi più frequentemente in casa?","Quanto tempo dedichi mediamente alla preparazione dei pasti durante la giornata?","Solitamente ti occupi tu della spesa nella tua famiglia?","Dove acquisti più spesso i tuoi prodotti ittici? (Puoi selezionare più opzioni) ","Quanto saresti disposto a spendere per un prodotto ittico di alta qualità (es. burger di pesce gourmet)?","Quali di questi prodotti surgelati consumeresti? (Puoi selezionare più opzioni) ","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La freschezza del prodotto acquistato]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La provenienza della materia prima]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La velocità di preparazione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La semplicità di preparazione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [Il bilancio nutrizionale del prodotto]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La presenza di prodotti nuovi/innovativi]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [Che il prodotto sia al naturale/poco lavorato]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [Il prezzo]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La presenza di prodotti monoporzione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche in termini di sostenibilità? [La provenienza da fonti sostenibili degli ingredienti (es. pesca certificata)]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche in termini di sostenibilità? [Il basso impatto ambientale della produzione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche in termini di sostenibilità? [Il packaging eco-sostenibile ]"
"2024/11/26 2:47:15 PM CET","46-60 anni","Puglia","Periferia città","Donna","2-3","Disoccupato","Si","","Una o due volte al mese","Pesce fresco","30-60 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie)","5-8€","Prodotti gratinati;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","4 - Abbastanza importante","2 - Poco importante","4 - Abbastanza importante","4 - Abbastanza importante","1 - Non mi interessa","5 - Molto importante","3 - Mediamente importante","2 - Poco importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/26 3:14:56 PM CET","18-25 anni","Lombardia","Centro città","Uomo","2-3","Studente","Si","","Una volta a settimana","Pesce surgelato","15-30 minuti","Raramente/Mai","Supermercato","5-8€","Burger di pesce;Insalata di mare;Condimenti per pasta o riso;Spiedini di gamberi o molluschi","4 - Abbastanza importante","4 - Abbastanza importante","2 - Poco importante","3 - Mediamente importante","4 - Abbastanza importante","1 - Non mi interessa","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","2 - Poco importante"
"2024/11/26 4:19:18 PM CET","18-25 anni","Abruzzo","Esterno (es. campagna/costiera/montagna...)","Donna","2-3","Studente","Si","","Una volta a settimana","Pesce surgelato","30-60 minuti","A volte","Negozi specializzati (es. pescherie)","Non lo comprerei","Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","2 - Poco importante","5 - Molto importante","4 - Abbastanza importante","1 - Non mi interessa","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/26 4:38:21 PM CET","26-35 anni","Puglia","Centro città","Donna","2-3","Lavoratore","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie)","Non lo comprerei","Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","4 - Abbastanza importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","4 - Abbastanza importante","4 - Abbastanza importante","2 - Poco importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/26 5:12:37 PM CET","46-60 anni","Puglia","Centro città","Donna","4+","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","15-30 minuti","Sempre/Quasi sempre","Supermercato","8-10€","Prodotti gratinati;Insalata di mare;Condimenti per pasta o riso;Filetto (o altro taglio) di pesce al naturale","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/26 5:24:01 PM CET","70+ anni","Puglia","Centro città","Donna","1","Pensionato","Si","","Una volta a settimana","Pesce fresco","30-60 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie);Mercati locali","Non lo comprerei","Spiedini di gamberi o molluschi","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","2 - Poco importante","5 - Molto importante","1 - Non mi interessa","4 - Abbastanza importante","5 - Molto importante","1 - Non mi interessa","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/26 5:47:18 PM CET","36-45 anni","Puglia","Centro città","Uomo","4+","Lavoratore","Si","","Più volte a settimana","Pesce fresco","Meno di 15 minuti","A volte","Negozi specializzati (es. pescherie)","Non lo comprerei","Condimenti per pasta o riso","5 - Molto importante","5 - Molto importante","1 - Non mi interessa","1 - Non mi interessa","4 - Abbastanza importante","1 - Non mi interessa","5 - Molto importante","1 - Non mi interessa","1 - Non mi interessa","5 - Molto importante","5 - Molto importante","1 - Non mi interessa"
"2024/11/26 5:54:43 PM CET","18-25 anni","Lombardia","Periferia città","Uomo","2-3","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","30-60 minuti","A volte","Supermercato","Più di 10€","Tartare pronte;Insalata di mare;Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","2 - Poco importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante"
"2024/11/26 8:21:23 PM CET","46-60 anni","Puglia","Centro città","Uomo","2-3","Lavoratore","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","A volte","Mercati locali","8-10€","Prodotti gratinati","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante"
"2024/11/26 8:22:39 PM CET","46-60 anni","Puglia","Periferia città","Uomo","2-3","Lavoratore","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie);Mercati locali","Più di 10€","Condimenti per pasta o riso;","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/26 8:57:02 PM CET","26-35 anni","Lombardia","Centro città","Uomo","2-3","Lavoratore","Si","","Più volte a settimana","Pesce surgelato","Meno di 15 minuti","Sempre/Quasi sempre","Supermercato","Non lo comprerei","Prodotti gratinati;Condimenti per pasta o riso","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","1 - Non mi interessa","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante"
"2024/11/26 10:08:27 PM CET","46-60 anni","Puglia","Esterno (es. campagna/costiera/montagna...)","Donna","2-3","Disoccupato","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","Sempre/Quasi sempre","Supermercato","Non lo comprerei","Insalata di mare","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante"
"2024/11/26 11:49:56 PM CET","46-60 anni","Puglia","Centro città","Donna","4+","Lavoratore","Si","","Più volte a settimana","Pesce fresco","15-30 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie)","8-10€","Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/27 6:31:24 AM CET","46-60 anni","Puglia","Periferia città","Donna","2-3","Disoccupato","Si","","Una volta a settimana","Pesce fresco","30-60 minuti","Sempre/Quasi sempre","Mercati locali","8-10€","Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/27 7:59:20 AM CET","46-60 anni","Puglia","Esterno (es. campagna/costiera/montagna...)","Donna","2-3","Disoccupato","Si","","Una o due volte al mese","Pesce surgelato","Più di 60 minuti","Sempre/Quasi sempre","Supermercato","Più di 10€","Condimenti per pasta o riso","2 - Poco importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","2 - Poco importante","5 - Molto importante","5 - Molto importante"
"2024/11/27 8:44:37 AM CET","36-45 anni","Puglia","Centro città","Donna","2-3","Disoccupato","Si","","Una o due volte al mese","Pesce surgelato","15-30 minuti","Sempre/Quasi sempre","Supermercato","Meno di 5€","Burger di pesce;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/27 9:04:29 AM CET","46-60 anni","Puglia","Centro città","Donna","2-3","Lavoratore","No","Questione di gusti","","","","","","","","","","","","","","","","","","",""
"2024/11/27 10:05:58 AM CET","26-35 anni","Puglia","Periferia città","Donna","2-3","Disoccupato","Si","","Una volta a settimana","Pesce fresco","30-60 minuti","Sempre/Quasi sempre","Mercati locali","Più di 10€","Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","2 - Poco importante","2 - Poco importante","2 - Poco importante","2 - Poco importante","4 - Abbastanza importante","3 - Mediamente importante","2 - Poco importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/27 12:01:41 PM CET","26-35 anni","Lombardia","Centro città","Uomo","1","Lavoratore","Si","","Una volta a settimana","Pesce fresco","Meno di 15 minuti","Sempre/Quasi sempre","Supermercato","Non lo comprerei","Prodotti gratinati;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","2 - Poco importante","4 - Abbastanza importante","4 - Abbastanza importante","2 - Poco importante","2 - Poco importante","4 - Abbastanza importante","5 - Molto importante","2 - Poco importante","2 - Poco importante","2 - Poco importante","2 - Poco importante"
"2024/11/27 12:02:21 PM CET","60-70 anni","Puglia","Periferia città","Donna","2-3","Lavoratore","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie)","Più di 10€","Tartare pronte;Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante"
"2024/11/27 4:47:38 PM CET","18-25 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Donna","4+","Studente","Si","","Una o due volte al mese","Pesce fresco","30-60 minuti","A volte","Supermercato;Mercati locali","8-10€","Insalata di mare;Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","4 - Abbastanza importante","5 - Molto importante","2 - Poco importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/27 4:53:32 PM CET","26-35 anni","Campania","Periferia città","Donna","4+","Lavoratore","Si","","Più volte a settimana","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Supermercato","5-8€","Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","2 - Poco importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante"
"2024/11/27 5:25:18 PM CET","46-60 anni","Lombardia","Centro città","Donna","2-3","Lavoratore","Si","","Una o due volte al mese","Pesce fresco","30-60 minuti","A volte","Mercati locali","8-10€","Tartare pronte;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","5 - Molto importante","1 - Non mi interessa","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/27 7:51:42 PM CET","18-25 anni","Lombardia","Centro città","Donna","4+","Studente","Si","","Più volte a settimana","Pesce fresco","Più di 60 minuti","Sempre/Quasi sempre","Online (e-commerce o delivery)","5-8€","Tartare pronte","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante"
"2024/11/27 9:12:11 PM CET","46-60 anni","Lombardia","Periferia città","Donna","4+","Lavoratore","Si","","Una volta ogni due mesi o meno","Pesce surgelato","15-30 minuti","Sempre/Quasi sempre","Supermercato","Più di 10€","Condimenti per pasta o riso;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","2 - Poco importante","5 - Molto importante","4 - Abbastanza importante","1 - Non mi interessa","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/27 9:13:08 PM CET","46-60 anni","Lombardia","Periferia città","Uomo","4+","Lavoratore","Si","","Una o due volte al mese","Pesce surgelato","15-30 minuti","A volte","Supermercato","Meno di 5€","Tartare pronte","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/28 5:00:54 AM CET","46-60 anni","Puglia","Centro città","Donna","4+","Lavoratore","Si","","Più volte a settimana","Pesce fresco","30-60 minuti","A volte","Supermercato","8-10€","Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","2 - Poco importante","2 - Poco importante","2 - Poco importante"
"2024/11/28 2:09:17 PM CET","70+ anni","Lombardia","Periferia città","Donna","1","Pensionato","Si","","Una o due volte al mese","Pesce fresco","15-30 minuti","Sempre/Quasi sempre","Supermercato","5-8€","Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","1 - Non mi interessa","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/28 3:40:30 PM CET","60-70 anni","Campania","Periferia città","Donna","2-3","Lavoratore","Si","","Una o due volte al mese","Pesce surgelato","30-60 minuti","A volte","Supermercato","Non lo comprerei","Insalata di mare;Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante"
